10003934	0.0001000527708678726
10008302	8.891060796594509e-05
10013	0.00012475773125130208
10013985	8.891060796594509e-05
10018	0.00014214000249366146
10019528	8.891060796594509e-05
10022607	8.891060796594509e-05
1002307	0.00010051556356599493
10025826	8.891060796594509e-05
10025863	8.891060796594509e-05
10037185	8.891060796594509e-05
10045226	8.891060796594509e-05
10046553	9.048330583231215e-05
10046651	8.982996704604122e-05
1004679	0.00010727161582327831
1004743	9.995912956656277e-05
10048713	8.891060796594509e-05
10050395	8.891060796594509e-05
100558	0.00021983752346039985
10056712	0.00011904045694697493
10057294	8.900772808002457e-05
1005923	0.00017304419473734766
10061279	9.429149828098961e-05
10061978	8.94545040800135e-05
1006214	8.981090404799964e-05
10063963	8.891060796594509e-05
10069526	8.891060796594509e-05
10072671	0.00011904045694697493
10073799	8.891060796594509e-05
10074317	8.891060796594509e-05
10077874	8.891060796594509e-05
10078385	8.891060796594509e-05
1007928	8.902557928771335e-05
1008031	8.891060796594509e-05
10083025	8.891060796594509e-05
10085727	8.891060796594509e-05
1008632	9.486408503096665e-05
1008941	9.017954055378636e-05
10089909	8.891060796594509e-05
10092617	8.969717942194238e-05
1009996	0.00010426013911594649
1010280	0.0002737861169544174
10105635	8.891060796594509e-05
10105982	8.891060796594509e-05
1011379	0.00010553882967556847
10118518	8.97271788334138e-05
10119206	8.891060796594509e-05
10123713	8.891060796594509e-05
1012806	0.00011740778500507435
1013089	0.00010119864434352746
10131591	9.192339588318574e-05
10132085	8.891060796594509e-05
10133976	8.891060796594509e-05
10135033	8.891060796594509e-05
10136	0.00020278597675573492
10140499	0.00010743821884043919
10141125	8.891060796594509e-05
10143509	8.935217394155718e-05
10143862	8.891060796594509e-05
1014399	8.995857696423161e-05
10145406	8.912691495099652e-05
10148645	9.71508672666951e-05
10153951	8.891060796594509e-05
1015600	0.00012903008592494847
1015602	0.00012739324873786194
10159567	9.052619096553452e-05
10161696	8.891060796594509e-05
1016345	9.81649712625461e-05
10165060	8.891060796594509e-05
10166138	9.197648721671122e-05
10166432	0.00011904045694697493
101673	0.0001321516758376439
10167616	9.038273059815904e-05
101700	9.262262578081833e-05
10170539	9.337870703084594e-05
10171509	9.933800517710971e-05
10174473	0.00010072989041262615
1017564	9.13426285498758e-05
10177217	8.891060796594509e-05
10178154	8.891060796594509e-05
10179411	0.00011432609971187874
10182619	0.00011904045694697493
1018396	8.891060796594509e-05
101851	0.00010629598510686381
10191064	8.974022053417361e-05
1019406	8.891060796594509e-05
10194908	8.970486982939115e-05
1020021	9.957784543711688e-05
10203043	0.00011904045694697493
1020613	9.038392165389211e-05
1021521	8.925522058252753e-05
10217523	8.891060796594509e-05
10218640	0.00010791817038208033
10219559	9.262730878822555e-05
10219719	8.891060796594509e-05
10222549	8.891060796594509e-05
10222994	8.891060796594509e-05
10226135	8.891060796594509e-05
1023073	8.983444773740728e-05
10233495	9.640414115759688e-05
10237	0.00010306058874996034
10237096	8.891060796594509e-05
1024371	8.983793211807531e-05
10246907	8.891060796594509e-05
10252733	9.324831489728194e-05
102539	9.085885116598924e-05
1025538	9.11122644508534e-05
10255540	8.923063344449075e-05
1025794	8.902997044907878e-05
10259225	9.121667831407707e-05
1025942	0.00010503391922093156
1026150	8.909420067372328e-05
1026417	8.891060796594509e-05
1026437	8.945141792751254e-05
10264717	8.891060796594509e-05
10266288	9.405759371704968e-05
1027488	8.891060796594509e-05
10280022	8.891060796594509e-05
1028253	8.891060796594509e-05
1029051	9.96392363091644e-05
1029087	0.00011904045694697493
10294	0.0003220359749002178
1029426	8.891060796594509e-05
10297660	8.891060796594509e-05
102980	8.891060796594509e-05
10298070	8.891060796594509e-05
1030028	9.858227983585457e-05
10304567	0.00021393814454571367
10308195	8.891060796594509e-05
10309115	8.891060796594509e-05
1031357	8.902327482752785e-05
1031430	8.891060796594509e-05
1031564	8.891060796594509e-05
1031713	8.991273519464273e-05
1031771	8.891060796594509e-05
1032327	8.891060796594509e-05
10323757	0.00010780411215870841
10328235	0.00010725194334631397
1033505	9.138213200261577e-05
